x1,x2,x3,x4,noise1,noise2,duration,event
-0.5152926097264754,-0.31180047194052696,-0.42588678776168853,-0.5559903294950455,-0.7370385412405418,0.8235518487605396,15.91546601310782,1
0.8190969460242767,0.5467062269668592,0.4499645184191934,0.9363159004232824,-0.0825178055406166,-0.03309927765212062,11.995006901871589,1
-0.22113063984465353,-0.6084323862791903,-0.4073757231059121,0.7653745019648728,-0.5668686588811873,-0.3286943568719163,0.9701419838530349,1
-0.812650464343815,0.9300632458198377,0.24364817261154936,0.5279521692904823,0.4130459263208346,0.68077519984191,0.3053083055665323,1
0.3800097816413315,-0.8572659722212399,-0.6250413383361599,-0.25199916454981675,-0.5388085176829946,0.03812612879313804,3.4206431614274853,1
-0.10465314917916335,0.22656669368379734,0.6839213624675886,0.39144606043631724,0.28026984708367064,0.7125315440736113,2.9401648316285103,1
-0.056487381218251365,0.3016767176738133,-0.5524719591846032,-0.13151321580190567,-0.9848843172116755,0.015702215132199715,3.3949971775627206,1
0.746722235682876,-0.09232423748603913,-0.13129696030805937,-0.344246383064323,-0.0744679552176597,0.49752816027549307,52.077923705518515,1
0.8192536388731848,0.5571060510370842,-0.9133225333950405,0.225516481684227,0.13454592885639016,-0.6966412737022436,0.9567190206018324,1
-0.7748190669416111,0.5834657859993058,0.21406447652619232,-0.9979457227784299,0.7194546919814686,0.7464044386811084,0.11417040917265957,1
0.48950146325984445,0.9405874654975046,0.6332184112021502,-0.9524744875638993,-0.13621367587954447,-0.27504396718821944,0.6854177509200551,1
-0.7633276181532254,0.935624273983046,-0.8496068915808417,0.7303419716100426,-0.7780973805050118,0.3672934639345531,2.139145018027476,1
-0.9389995001219011,0.04474652793360212,0.5420148772197708,-0.25104799306736725,0.5283420533091872,0.8038920198944128,6.8267228810471945,1
0.2068971867627558,0.09204918664150052,0.47629256893477945,-0.7409336420150603,0.7565563158463666,-0.7476539671012594,0.7515250644780026,1
-0.42162510740810033,-0.90813993554182,-0.16832003713886223,-0.4634435749745731,0.7608440648398067,-0.7571186870277549,6.893390309093349,1
-0.5860148431231464,0.9767797572797259,-0.0036631686253094653,0.6094108564162704,0.4500592354317494,0.5025266591520483,6.031956847588295,1
-0.7980437863644778,0.7148296933016016,-0.8152119421258286,0.3481791995090975,0.06213127680745156,0.2963178117278873,0.04909801745067767,1
-0.03771979629036504,-0.2585786859244319,0.2534301602076976,0.28872774669980195,-0.11057421718779503,0.12172025029398648,50.54238996658555,1
-0.4137045394779735,-0.8676625565496383,0.628357793274761,0.5820207562845499,0.968305530634699,0.8208850450567746,57.34601321559668,1
0.22623247813848302,-0.9414125899892587,-0.2636995350492497,-0.3658499372472872,-0.9808980090674495,0.6916975231129701,0.1863087623073105,1
-0.049783270136329216,-0.4569330341829949,-0.5448746776426285,0.11403815328732114,0.10724155912974753,0.4120169916891607,2.858299500278825,1
0.8561672806520995,-0.8133437594603472,-0.22051163274605012,0.47180686174389086,-0.636540979604014,0.04496328464023813,1.0761190908378666,1
-0.988458677414064,0.08658672074215046,-0.6218179112821947,0.9293703448860104,-0.9749149586063321,-0.5923991220158371,2.256655507704567,1
0.07997075943171095,0.10902511138193005,0.45113039466173555,-0.6372644794583802,0.9945950214749291,0.8248861483137475,8.194146446586853,1
-0.9491044801884982,-0.6874773203772888,-0.981492159566073,-0.5719196851124781,-0.6597874391083398,0.45191980044764035,32.37973730917122,1
-0.9335937824172669,-0.11929645221349539,-0.8094758687490882,-0.15805627921491627,0.65920917645534,0.26998151177138463,4.0081212197112706,1
-0.4296268079799044,0.05668938687310843,0.7575169595999984,-0.732804880207969,-0.6820475048582402,-0.7696813685730808,5.856381133976427,1
0.41716709153565046,0.5851743200671371,0.39388725167940697,-0.47948233794641415,-0.5198700734800183,-0.4045594797282188,23.965670783845464,1
-0.3566272625973812,0.48756186028971227,0.23798801057802033,-0.12089330784754537,-0.22857739059873738,0.15030241707749892,1.2182540016728856,1
-0.7182859592404003,-0.2732150411357468,0.9807490459344241,0.915705855513655,0.983941605530454,-0.29481741128795425,122.1406938077949,0
-0.8046557719872323,-0.4169661436976153,-0.5284769742728539,-0.7088755045427528,0.8857801226713853,0.15227992671020552,5.7201818385056304,1
0.43212610683911623,0.0435695334297721,0.876932628037753,-0.7243866604261324,0.21412700682186192,-0.9279074037383681,0.5048063375254516,1
-0.0193750211803434,0.9934528021154663,-0.3042853577198199,-0.1509474708609917,0.4028275484749215,0.95325133507511,4.2123472160783,1
-0.34641058828444526,-0.9726446977907117,-0.5225726163025326,-0.8511958101243557,0.9144917366831018,0.9252447280744382,6.64276360303861,1
-0.6084177304214071,0.20309701275941228,-0.9949564765943599,0.5397672159542615,0.10697390242743987,-0.2743276362207372,0.17990749357624275,1
-0.8966852857707179,-0.3852545615919103,-0.2248479991985699,0.20258881979903243,0.6349589455242488,-0.3222903960241048,31.675716762570012,1
