x1,x2,noise1,noise2,duration,event
0.36755848385319384,0.9307774073268593,-0.4898271377614134,0.7505736096325772,71.44614625431498,1
0.24729034857913407,0.2680015348319762,0.004560258537055661,0.09734784686604248,198.99930514472163,1
0.7464980578348036,0.19332581386496295,0.5930841320592917,-0.3067192520315507,72.45612156147311,1
0.5878300105874819,0.7624254649310274,0.9635889428092468,0.15875130199515897,7.8281841240369445,1
0.24121236173150812,0.3665532208447795,-0.09547797984951889,-0.9720272762537006,7.0339820139509674,0
0.7646914480572671,0.636219569488335,-0.9515553231637259,0.23410249557550267,19.049241647467476,1
0.11574839258864975,0.6688999146955261,-0.9407208336479249,-0.32644956598830177,13.9675881941857,1
0.8227680781039705,-0.27233457946322925,0.002623399750040889,0.9964694471221622,1.7968359758712082,1
0.5139477561645664,0.22657278766625955,-0.5407748869605706,-0.7691344406513723,126.83016034215713,1
0.8977423257641276,-0.9265840343907432,-0.1450400580283293,0.011945777370018895,78.22590068785816,1
0.6536974944079098,-0.792252419442379,-0.909081548819231,-0.6467309615401768,5.32318063367333,1
0.21350379013786952,0.9632188546640286,0.2340344138674202,0.745067298364334,411.05985500199404,1
0.2877867218425879,-0.09761743889232077,0.09311229035257562,-0.37192542609433543,249.53819870635465,1
0.5377645319825604,0.43423897106458464,-0.2252748323572975,-0.6588062800825061,50.495270233067984,0
0.5839229157318744,0.9546406102259535,-0.39946032829639555,-0.9716594207427487,15.660881621920014,1
0.7270634488277355,0.41604756799582354,-0.3989409005657061,-0.6701865123065998,44.909429264136506,1
0.63085095499578,0.1680383597356918,-0.01937236207339721,0.1915581568356346,48.363679667649194,1
0.9265837889308678,-0.08997793538608545,0.252604664813473,0.4492466019172259,136.31100313299655,1
0.8935215506591573,-0.16159998545853105,-0.3914934331804758,-0.9682635052683655,11.126955385298341,1
0.3496840613208812,-0.745761416285903,0.28549456891875136,0.18641481764977352,80.6858440352639,1
0.6364451041848552,0.8652599314787193,-0.23441882416423332,-0.0643766009494462,22.596408684548063,1
0.32015464664703946,-0.5193885009681218,0.7928645770182512,-0.5397920902457229,80.11823430388019,1
0.2047226366480463,0.16683087052024814,-0.722133541119091,0.9696293256152364,6.245950505301888,1
0.8057684613088717,0.874379097751709,-0.7644756663973624,-0.11419049716344265,4.874191837434983,1
0.21656342915452376,-0.12139345534400614,0.25134642477751723,-0.45077133036873374,514.3516062969605,1
0.5522928460498209,-0.1218107568562492,0.6138263029849307,-0.023722154671164786,647.5040701820423,1
0.3665590890030987,-0.9504517461312325,-0.5543214895161301,-0.9276277390482697,212.20052615137087,1
0.20083501195124712,0.7500690624905171,-0.2657418211261602,0.9703386621030712,226.04864852367822,1
0.21791315678541906,0.624902263441188,-0.39326148494253554,0.6805830615976975,424.9429417929049,1
0.5626858982961338,0.8436909990955699,0.05173705645653537,-0.3908277118238521,57.12270395077361,1
0.6701767396848053,-0.05134885889941798,0.3494834548761765,0.9055590515341108,161.80457246626628,1
0.5025456713414098,0.07269925579911196,-0.3020245460066142,-0.9830405579489843,27.80804742243277,1
0.3241078624981809,-0.9082959632505969,-0.017454163791056354,-0.9539609676444951,325.216241887457,1
0.4666670932192169,-0.0475343729656752,0.8513024138665191,0.6428792632547722,58.32405427720357,1
0.14069680309557048,0.2938934166746108,0.21336309238258244,0.033940934853757376,147.45923272859045,1
0.21193155910045922,0.2792334648641239,-0.09099279803479599,-0.8796333587207619,86.55468066561231,1
0.19842031279853098,0.8593057555811121,0.03243467995311855,0.6569169798793597,5.53887445682582,1
0.2689501651230269,0.9398511471318869,0.5335568490664864,-0.363325371138256,36.47579003240051,1
